form	match_type	count	candidate_lemmas	sample_context	resolved_lemma	confidence	note
ochozat	unmatched	1		sein eidem ochozat vnd sein			
schadest	unmatched	1		mir ichte schadest vnd meinen			
tan	ambiguous	1	lemma_6018|lemma_6301	hat ge tan sunder vnd			
ochozath	unmatched	1		stund vnd ochozath sein eidem			
philistischen	unmatched	1		bovman der philistischen erden vil			
hovfen	unmatched	1		ouf den hovfen des holczes			
derwischte	unmatched	1		hant vnd derwischte das swert			
entv	unmatched	1		kint noch entv im nichtes			
dornech	unmatched	1		dem pusch dornech hangen mit			
angeczun	unmatched	1		in ganczem angeczun ESIS ten			
sẹị́den	unmatched	1		Und nante sẹị́den namen der			
gebotschepft	unmatched	1		do wart gebotschepft so das			
vvon	unmatched	1		ouf gestund vvon dem ampte			
beigrafte	unmatched	1		recht der beigrafte mit euch			
begrebst	unmatched	1		seinem grabe begrebst du in			
eusersten	unmatched	1		an dem eusersten teil seines			
vmbsteunge	unmatched	1		in der vmbsteunge des volkes			
begrab	unmatched	1		vnd also begrab ich meinen			
schot	ambiguous	1	lemma_5291|lemma_5292	hundert silbereiner schot scot wert			
scoth	unmatched	1		Uier hundert scoth silbereiner vnd			
vorsuchter	unmatched	1		silbereiner vnd vorsuchter offenbarr mvncze			
offenbarr	unmatched	1		vnd vorsuchter offenbarr mvncze Und			
mvncze	unmatched	1		vorsuchter offenbarr mvncze Und bestetigt			
vn̄	unmatched	1		die gruft vn̄ alle sein			
bŏvme	unmatched	1		alle sein bŏvme in allen			
abraamen	unmatched	1		dem vmbringe abraamen zu einer			
IV	ambiguous	1	lemma_13826|lemma_56117	aber XX IV CAPITULUM was			
houseˢ	unmatched	1		knechte seines houseˢ SIS der			
vormvnd	unmatched	1		der do vormvnd was alles			
getranck	ambiguous	1	lemma_6175|lemma_6207	do er getranck do sprach			
gelucklich	unmatched	1		vnser herre gelucklich het seinen			
futers	unmatched	1		mer Und futers vnd hew̆es			
hew̆es	unmatched	1		futers vnd hew̆es ist zu			
hof	ambiguous	1	lemma_13469|lemma_2688|lemma_2886|lemma_51143	ein weiter hof zu bleiben			
abgebrochen	unmatched	1		der nicht abgebrochen hat sein			
gleiches	unmatched	1		vnd mich gleiches weges hat			
steestu	unmatched	1		herren worumb steestu hie vor			
houˢ	unmatched	1		bereitet das houˢ vnd die			
entsatilte	unmatched	1		herwerge vnd entsatilte die camelen			
heymelichen	unmatched	1		mir selben heymelichen wandelte do			
trinkken	unmatched	1		ein wenig trinkken Und sie			
trenckte	unmatched	1		tranck ouch trenckte sie die			
serm	unmatched	1		vn GEN serm herren got			
gliches	unmatched	1		der mich gliches weges hat			
wier	ambiguous	1	lemma_25294|lemma_47631|lemma_7643|lemma_9079	dise rede wier mugen nicht			
meýnem	unmatched	1		czihe zu meýnem herren Do			
delboram	unmatched	1		sein geselschafft delboram vnd wunschten			
besitcze	unmatched	1		tousent vnd besitcze dein same			
bedechte	unmatched	1		er sichs bedechte ouf dem			
hulte	unmatched	1		mantil vnd hulte sich Aber			
gelindet	unmatched	1		von wart gelindet etcetera XXV			
volfurter	unmatched	1		mit wol volfurter czeit und			
benentnussen	unmatched	1		in iren benentnussen vnd in			
casteln	unmatched	1		in irn casteln vnd in			
leidigten	unmatched	1		irm leibe leidigten sich an			
zukunf	unmatched	1		es also zukunf SIS tig			
tig	unmatched	1		zukunf SIS tig was wor			
enpfahens	unmatched	1		ist denne enpfahens notdurft gewesen			
czwinlingel	unmatched	1		secht czwei czwinlingel wurden in			
rouhes	unmatched	1		als ein rouhes vel vnd			
Sechczic	unmatched	1		sie in Sechczic iar alt			
gewuchsen	unmatched	1		die nv gewuchsen do ward			
Uorkoufe	unmatched	1		so sprach Uorkoufe mir dein			
mus	ambiguous	1	lemma_4222|lemma_4238|lemma_4261	das linsen mus vnd as			
ringewegende	unmatched	1		gink hin ringewegende das er			
vnfruchbercheit	unmatched	1		noch der vnfruchbercheit die do			
geheis	unmatched	1		behutet mein geheis vnd meyn			
ermorten	unmatched	1		leichte icht ermorten durch irr			
veldige	unmatched	1		iare hundert veldige frucht Und			
vorfulten	unmatched	1		gegraben die vorfulten sie im			
vorhet	unmatched	1		sein vater vorhet genant Und			
leidigte	unmatched	1		dich icht leidigte sunder mit			
gasen	unmatched	1		do sie gasen vnd getruncken			
vorserten	unmatched	1		alle beide vorserten vnd betrubten			
vortunkelt	unmatched	1		waren im vortunkelt vnd mochte			
getreist	unmatched	1		hin ein getreist vnd er			
czicklein	unmatched	1		von den czicklein stalte sie			
blŏse	unmatched	1		vnd die blŏse des halses			
sitcze	unmatched	1		ouf vnd sitcze vnd is			
mochtestu	unmatched	1		svne Wie mochtestu das also			
greife	unmatched	1		dich an greife meyn svn			
brufe	unmatched	1		das ich brufe ob du			
beczeichenten	unmatched	1		svnes gleichnusse beczeichenten Nu gesegente			
getrank	unmatched	1		Do er getrank do sprach			
zusen	unmatched	1		des gewandes zusen ruch do			
taw̆	unmatched	1		von dem taw̆ des himels			
ŏles	unmatched	1		weines vnd ŏles vnd die			
peten	ambiguous	1	lemma_621|lemma_722	geslecht an peten dich vnd			
Kovm	unmatched	1		segen erfullet Kovm hete seine			
bistus	ambiguous	1	lemma_8005|lemma_8006	im Wer bistus ̃ Er			
erschrecksal	unmatched	1		mit grosem erschrecksal vnd mere			
quemest	unmatched	1		e du quemest Und ich			
geczukt	unmatched	1		mir velschlich geczukt meinen segen			
czeuh	unmatched	1		ouf vnd czeuh vnd fleuch			
vorgesse	unmatched	1		vngunst Und vorgesse des das			
vordreuset	unmatched	1		zu Mich vordreuset meines lebens			
tern	unmatched	1		XXVIII GENE tern deines ŏhems			
volkkes	unmatched	1		scharen des volkkes vnd gebe			
pilgereimvnge	unmatched	1		erden deiner pilgereimvnge die er			
gehorcht	unmatched	1		das het gehorcht dem vater			
gern	ambiguous	1	lemma_2174|lemma_2175|lemma_25749	vater nicht gern an sehe			
vor hette	unmatched	1		die er vor hette tochter abrahams			
slefest	unmatched	1		der du slefest die wil			
huter	unmatched	1		wil dein huter sein wo			
anczihe	unmatched	1		das ich anczihe vnd das			
geluclichen	unmatched	1		wider kvme geluclichen zu dem			
bedacket	unmatched	1		brvnne was bedacket mit einem			
gesamten	unmatched	1		alle dar gesamten so wegten			
trenkten	unmatched	1		brvnne vnd trenkten die schaf			
getrencken	unmatched	1		die schaf getrencken Und noch			
blŏde	unmatched	1		hete aber blŏde vnd trifende			
trifende	unmatched	1		blŏde vnd trifende ougen was			
schonerr	unmatched	1		was aber schonerr gestalt vnd			
ersamers	unmatched	1		gestalt vnd ersamers angesichtes Die			
gewŏnlichen	unmatched	1		het als gewŏnlichen ist Und			
hochczit	unmatched	1		zu der hochczit Erfulle die			
Erfulle	unmatched	1		der hochczit Erfulle die tage			
zulegunge	unmatched	1		wochen diser zulegunge Und vber			
zulegen	unmatched	1		geben vnd zulegen Umb ein			
entslos	unmatched	1		vorsmehte do entslos er iren			
demuticheit	unmatched	1		gesehen mein demuticheit Nu wirt			
voreinen	unmatched	1		mit mir voreinen do von			
loben	ambiguous	1	lemma_3830|lemma_3849	bekennen vnd loben vnsern herren			
neit	ambiguous	1	lemma_4348|lemma_4350|lemma_4377	was vnd neit ir swester			
czorniclich	unmatched	1		antworte ir czorniclich vnd sprach			
beravbet	unmatched	1		der dich beravbet hat der			
bouchs	unmatched	1		fruchte deines bouchs Und sie			
erhŏret	unmatched	1		hat mich erhŏret vnd hat			
Gleichet	unmatched	1		den sprach Gleichet hat mich			
snite	ambiguous	1	lemma_5594|lemma_5595	in dem snite des weiczes			
Gnade	ambiguous	1	lemma_2110|lemma_2111	zu im Gnade muz ich			
muz	ambiguous	1	lemma_4222|lemma_4226|lemma_4238	im Gnade muz ich vinden			
bequemliche	unmatched	1		wenne ein bequemliche czeit kvmt			
deubstrafe	unmatched	1		fleckecht do deubstrafe mich vmbe			
sunderte	unmatched	1		bitest Und sunderte des selben			
swarczer	unmatched	1		weisser vnd swarczer wolle die			
albereine	unmatched	1		dorumbe nam albereine gerten grune			
mandeleine	unmatched	1		grune vnd mandeleine vnd ohorneine			
ohorneine	unmatched	1		mandeleine vnd ohorneine vnd eines			
schelte	ambiguous	1	lemma_5201|lemma_5203|lemma_5204	eines teiles schelte her sie			
geczoch	unmatched	1		rinden ab geczoch do schinen			
vngeschelet	unmatched	1		aber noch vngeschelet was das			
fleckechte	unmatched	1		geperten alle fleckechte schaf vnd			
zulas	unmatched	1		der spete zulas was vnd			
spetlingen	unmatched	1		das die spetlingen waren vnd			
czehenstunt	unmatched	1		meinen lon czehenstunt gewandilt Und			
mar	ambiguous	1	lemma_10906|lemma_4034	steigen die mar ouf dise			
mancherleie	unmatched	1		do waren mancherleie vnd fleckecht			
vbriges	unmatched	1		wir mere vbriges von dem			
stal	ambiguous	1	lemma_5717|lemma_5721|lemma_5749	vnd die stal ires vaters			
gepotscheft	unmatched	1		Do wart gepotscheft herren an			
sern	unmatched	1		vn GENE sern herren Hute			
gevarn	ambiguous	1	lemma_2295|lemma_2296|lemma_6761	hastu also gevarn das du			
treibest	unmatched	1		mir vorholn treibest weck meine			
poucken	unmatched	1		vnd mit poucken vnd mit			
harpfen	ambiguous	1	lemma_10196|lemma_2663	vnd mit harpfen Du hast			
gehengit	unmatched	1		hast nicht gehengit das ich			
Tŏrlichen	unmatched	1		meine tochter Tŏrlichen hastu getan			
begertest	unmatched	1		Do du begertest zu den			
deupstrafest	unmatched	1		mich aber deupstrafest Bei welchem			
Suche	ambiguous	1	lemma_11369|lemma_5903	vnsern brudern Suche was du			
enwost	unmatched	1		Das sprechende enwost er nicht			
suchens	unmatched	1		sorge meines suchens GENE Und			
vnmutig	unmatched	1		Und wart vnmutig vnd sprach			
czukten	unmatched	1		die wolf czukten hab ich			
Uirczehen	unmatched	1		dir gedienet Uirczehen iar vmbe			
vorcht	ambiguous	1	lemma_7201|lemma_7298	vnd die vorcht mit mir			
Tŏchter	unmatched	1		antworte im Tŏchter vnd kinder			
geczeuges	unmatched	1		Grap des geczeuges Und sprach			
vbirtrittest	unmatched	1		Oder du vbirtrittest mir gedenckende			
meinen herren	unmatched	1		zu dir meinen herren also das			
yordan	unmatched	1		vbir disen yordan vnd nv			
Erlŏse	unmatched	1		her wider Erlŏse herre mich			
bŏcke	unmatched	1		vnd czweinczig bŏcke Czweihundert vnd			
Czweihundert	unmatched	1		czweinczig bŏcke Czweihundert vnd czweinczig			
Sougende	unmatched	1		czweinczig wider Sougende camelen mit			
keuchlein	unmatched	1		mit iren keuchlein dreissick Uierczig			
Uierczig	unmatched	1		keuchlein dreissick Uierczig ku vnd			
den herden, sprechend	unmatched	1		noch volgten den herden, sprechend Semliche wort			
frve	unmatched	1		her gar frve was ouf			
gefurte	unmatched	1		das vber gefurte das zu			
ranck	unmatched	1		ein man ranck mit im			
suchestu	unmatched	1		antworte Worczu suchestu meinen namen			
huffalczte	unmatched	1		Her vorwar huffalczte mit dem			
nehnte	unmatched	1		zu im nehnte sein bruder			
vmbehalste	unmatched	1		enkegen vnd vmbehalste in vnd			
kniten	unmatched	1		kinder vnd kniten vor in			
pit dich	unmatched	1		mein bruder pit dich sunder hab			
Kovme	unmatched	1		alle dinck Kovme betwang in			
vlehende	unmatched	1		der bruder vlehende Und er			
mecklich	unmatched	1		wil volgen mecklich noch seinem			
an dem selben wege	unmatched	1		selben tages an dem selben wege hin wider			
bowte	unmatched	1		gegen Und bowte do ein			
"vnd nante der selben stat namen Sochot
                           das ist geczelt"	unmatched	1		"seine geczelt vnd nante der selben stat namen Sochot
                           das ist geczelt vnd czoch"			
gegnŏt	unmatched	1		bei der gegnŏt vnd koufte			
gestakt	unmatched	1		dem er gestakt hette die			
beschowte	unmatched	1		das sie beschowte die vrowen			
euei	unmatched	1		die ersach euei svn der			
czuckte	unmatched	1		haben vnd czuckte sie vnd			
troste	ambiguous	1	lemma_6221|lemma_6223	suzer rede troste her sie			
vnczimlichs	unmatched	1		hette ein vnczimlichs werck begangen			
anhengit	unmatched	1		svnes sele anhengit ewer tochter			
brawtschaft	unmatched	1		ein ander brawtschaft Ew̆er tŏchter			
bow̆t	unmatched	1		ewerr gewalt bow̆t sie vnd			
koufslagit	unmatched	1		sie vnd koufslagit Und besitczet			
besitczet	unmatched	1		koufslagit Und besitczet sie Sunder			
noczogin	unmatched	1		vmb das noczogin ir swester			
gefrunden	unmatched	1		wir vns gefrunden mit euch			
iungelinck	unmatched	1		noch der iungelinck vor czoch			
friedsam	unmatched	1		die sint friedsam vnd wŏllen			
koufslagen	unmatched	1		vns Sie koufslagen in der			
uolk	unmatched	1		den ein uolk Nu volgten			
kvnlich	unmatched	1		die stat kvnlich vnd erslugen			
noczogens	unmatched	1		rache des noczogens Ire schaf			
czŏrniclichen	unmatched	1		Do sprach czŏrniclichen czu vnd			
gehessick	unmatched	1		habt mich gehessick gemachet den			
sold	ambiguous	1	lemma_5608|lemma_5609	Nu wie sold her gebrouchen			
vlohst	unmatched	1		do du vlohst deinen bruder			
Werft	unmatched	1		vnd sprach Werft von euch			
betrubnuss	unmatched	1		tage meiner betrubnuss vnd was			
vmbligenden	unmatched	1		die ł vmbligenden stete das			
dorvm	unmatched	1		weck czogen dorvm quam gegen			
stackte	unmatched	1		fur vnd stackte aldo sein			
vnvorswigen	unmatched	1		im nicht vnvorswigen Aber der			
Selphe	unmatched	1		Die kinder Selphe der meide			
achtczig	unmatched	1		iar vnd achtczig iar vnd			
euehers	unmatched	1		svnes des euehers Und die			
thamma	unmatched	1		ein slafweip thamma die geperte			
erstgebornes	unmatched	1		svne des erstgebornes svnes Der			
†lantmannes†	unmatched	1		horren des †lantmannes† der selben			
geherscht	unmatched	1		die do geherscht han in			
reichende	unmatched	1		w wart reichende der svn			
gepitunge;	unmatched	1		erden irr gepitunge; das ist			
seýnen	unmatched	1		schaf mit seýnen brudern noch			
besagte	unmatched	1		Und her besagte seine bruder			
gemengtin	unmatched	1		im einen gemengtin rock von			
sehunge	unmatched	1		neides groste sehunge Und her			
vmbsteende	unmatched	1		ewer garben vmbsteende an beten			
neide	ambiguous	1	lemma_4348|lemma_4350	vnd irem neide Einen andern			
silnde	unmatched	1		wech GENE silnde wider ein			
trovmer	unmatched	1		Secht der trovmer der kumet			
den geenckelten vnd	unmatched	1		im abe den geenckelten vnd den gemengten			
gemengten	unmatched	1		den geenckelten vnd den gemengten ł SIS			
weguertige	unmatched	1		sahen sie weguertige komen von			
mýrren	unmatched	1		harcz vnd mýrren gegen Dorumbe			
vromet	unmatched	1		brudern was vromet vns ist			
czohen	unmatched	1		rede vnd czohen in ous			
furgeenden	unmatched	1		vnd den furgeenden den koufleuten			
koufleuten	unmatched	1		furgeenden den koufleuten vorkouften sie			
tvnkten	unmatched	1		v vnd tvnkten den in			
beweinende	unmatched	1		herein gewant beweinende seynen svn			
besamten	unmatched	1		czeit Nu besamten sich zu			
senften	ambiguous	1	lemma_5404|lemma_5408	das sie senften des vaters			
absteigen	unmatched	1		Ich wil absteigen zu meinem			
odollamitischen	unmatched	1		zu einem odollamitischen manne der			
erwekkest	unmatched	1		das du erwekkest einen samen			
vorgos	unmatched	1		slafen vnd vorgos den samen			
erflug	unmatched	1		Und dorumbe erflug in vnser			
gewechset	unmatched	1		mein svn gewechset wenne er			
scherern	unmatched	1		zu den scherern seiner schaf			
odollamite	unmatched	1		vnd der odollamite der schafmeister			
schafmeister	unmatched	1		odollamite der schafmeister seiner hert			
witwetums	unmatched	1		gewant des witwetums vnd nam			
wandilte	unmatched	1		vnd SIS wandilte ir geperde			
steiges	unmatched	1		an des steiges wegscheide do			
vorhutert	unmatched	1		ir ougen vorhutert das man			
erkente	unmatched	1		sie nicht erkente Nu ł			
beislafens	unmatched	1		gebrouchest meines beislafens Her sprach			
gesendest	unmatched	1		mir das gesendest das du			
pfande	ambiguous	1	lemma_4624|lemma_4632	gebe zu pfande ̃ Und			
beislafen	unmatched	1		mit einem beislafen enpfienk das			
witwetum	unmatched	1		an ir witwetum gewant GENE			
odollamiten	unmatched	1		bei dem odollamiten so das			
Habe	ambiguous	1	lemma_2593|lemma_2598	gesessen sprach Habe sie irs			
lugstrafen	unmatched	1		doch nicht lugstrafen ich hab			
Gevnkeuscht	unmatched	1		man sprechende Gevnkeuscht hat dein			
vorbrue	unmatched	1		man sie vorbrue Do man			
pein	ambiguous	1	lemma_4664|lemma_471	zu der pein Do sante			
czwiling	unmatched	1		do erscheinen czwiling in irem			
netcze	unmatched	1		dich das netcze Und vmbe			
tuchil	unmatched	1		das rote tuchil was; den			
was;	unmatched	1		rote tuchil was; den nante			
purckherr	unmatched	1		koufte der purckherr der hermeister			
egiptisch	unmatched	1		hermeister ein egiptisch man ous			
schŏnes	unmatched	1		aber was schŏnes antliczes vnd			
czirlicher	unmatched	1		antliczes vnd czirlicher angesicht Und			
svnderliches	unmatched	1		werkis hette svnderliches vnd heimliches			
heimliches	unmatched	1		svnderliches vnd heimliches zu schicken			
slicze	unmatched	1		bei dem slicze des mantels			
slife	unmatched	1		bei mir slife vnd do			
geloubens	unmatched	1		geczeugnusse ires geloubens den behabten			
hebraische	unmatched	1		mir der hebraische knecht den			
vorspotte	unmatched	1		er mich vorspotte Und do			
vorslozzen	unmatched	1		er ynne vorslozzen Aber vnser			
kerckers	unmatched	1		fursten des kerckers der gab			
svndigten	unmatched	1		vnd diener svndigten der schencke			
kvnigis	unmatched	1		schencke des kvnigis zu egipten			
pecke	unmatched	1		vnd der pecke irem herren			
geuangen	unmatched	1		ouch den geuangen diente Eczliche			
Eczliche	unmatched	1		geuangen diente Eczliche czeit gienk			
ouslegung in	unmatched	1		einer bequemlichen ouslegung in Czu den			
trourig	unmatched	1		vil GENE trourig Do vragte			
ouslege	unmatched	1		vns sie ouslege Und der			
gemehlich	unmatched	1		wurffen ous gemehlich loup vnd			
czeitigen	unmatched	1		die weintrouben czeitigen Und den			
ratest	unmatched	1		das du ratest SIS gutlichen			
deuplichn	unmatched	1		ich bin deuplichn ab getragen			
vnschuldiclichen	unmatched	1		Und hie vnschuldiclichen in den			
vornvnfticlichn	unmatched	1		den trovm vornvnfticlichn hett entslossen			
entslossen	unmatched	1		vornvnfticlichn hett entslossen vnd sprach			
obriste	unmatched	1		der allir obriste tragen allirlei			
bakwerk	unmatched	1		machet ous bakwerk vnd sach			
kreucz	unmatched	1		an ein kreucz hengen vnd			
gepurtliche	unmatched	1		was der gepurtliche tack hern			
schenkin	ambiguous	1	lemma_5206|lemma_5208	an der schenkin meister vnd			
galgin	unmatched	1		an den galgin so das			
gase	unmatched	1		ergangen vor gase seines troumes			
ICAPITULUM	unmatched	1		troumes ouslegers ICAPITULUM nOch czwein			
nOch	ambiguous	1	lemma_14402|lemma_4281|lemma_4415	ouslegers ICAPITULUM nOch czwein iaren			
hulbigen	unmatched	1		weide an hulbigen steten Und			
oufstunden	unmatched	1		siben ochsen oufstunden ous dem			
vngenemer	unmatched	1		wasser gar vngenemer vnd vorkrankt			
vorkrankt	unmatched	1		vngenemer vnd vorkrankt an durre			
grvnen	unmatched	1		wassers an grvnen vnd an			
fruchtbern	unmatched	1		vnd an fruchtbern stetin vnd			
wunderschŏne	unmatched	1		veiste vnd wunderschŏne waren Nu			
laden	ambiguous	1	lemma_3572|lemma_3573	vnd hies laden die zu			
ouslegte	unmatched	1		im den ouslegte Und zu			
schenkken	unmatched	1		leczten der schenkken meister gedachte			
beweist	unmatched	1		dinge zukunft beweist Ich wart			
wandilten	unmatched	1		vnd ł wandilten im seine			
ouslegen	unmatched	1		gar weislichen ouslegen antworte An			
abrupften	unmatched	1		die grvne abrupften Und sich			
ŏchsen	unmatched	1		ander siben ŏchsen gar vngestalterr			
vngestalterr	unmatched	1		ŏchsen gar vngestalterr vnd magerr			
magerr	unmatched	1		vngestalterr vnd magerr das ich			
vngestalter	unmatched	1		ich ny vngestalter in lande			
vnvletikeit	unmatched	1		in sulcher vnvletikeit vnd magerheit			
magerheit	unmatched	1		vnvletikeit vnd magerheit also vorsochten			
vorsochten	unmatched	1		magerheit also vorsochten sie vnd			
dorten	unmatched	1		sie vnd dorten Nu erwachte			
entsliessen	unmatched	1		den nicht entsliessen antworte Des			
fruchbere	unmatched	1		eher siben fruchbere iar sint			
syn	ambiguous	1	lemma_1517|lemma_5432|lemma_5484	behalten einen syn Und siben			
cranke	unmatched	1		Und siben cranke ochsen vnd			
magre	unmatched	1		ochsen vnd magre die do			
winden	ambiguous	1	lemma_42396|lemma_7630|lemma_7631|lemma_7638	mit durren winden erslagen sint			
denunge	unmatched	1		or GENE denunge werden volbracht			
teure	unmatched	1		ander siben teure iare vnd			
vnfruchtbere	unmatched	1		iare vnd vnfruchtbere vnd also			
Uorczern	unmatched	1		vnd genuge Uorczern wirt der			
vornunftigen	unmatched	1		einen steten vornunftigen vnd secze			
fruchtberen	unmatched	1		siben guten fruchtberen iaren die			
zukvnftig	unmatched	1		die nv zukvnftig sint sammen			
teuren	unmatched	1		zukunftigen siben teuren iaren die			
derbe	unmatched	1		icht vor derbe daz lant			
gevile	unmatched	1		hunger Nu gevile der rat			
etwenn̆	unmatched	1		Muge wir etwenn̆ vinden einen			
sneweissen	unmatched	1		mit einem sneweissen seideinen gewande			
golnir	unmatched	1		ein guldein golnir vmb seinen			
butil	unmatched	1		schreien einen butil das sie			
gleichet	unmatched	1		des meres gleichet Und die			
vbirwunne	unmatched	1		Und die vbirwunne vbir trat			
Uorgessen	unmatched	1		namen sprechende Uorgessen hat mich			
wachssende	unmatched	1		her sprechende wachssende hat mich			
genugsamkeit	unmatched	1		iare der genugsamkeit die do			
kouffen	unmatched	1		czogen zu kouffen wenne hunger			
hertlicher	unmatched	1		er in hertlicher zu vnd			
Wanne	ambiguous	1	lemma_5933|lemma_9209	SIS sie Wanne seit ir			
besehet	unmatched	1		Das ir besehet die vnbewarten			
vnbewarten	unmatched	1		besehet die vnbewarten slos des			
landes;	unmatched	1		slos des landes; dorumb seit			
eins	ambiguous	1	lemma_1331|lemma_1336	sei wir eins mannes kinder			
vngemaurten	unmatched	1		anders Die vngemaurten stete diser			
gebrufe	unmatched	1		bis ich gebrufe was ir			
gekouffet	unmatched	1		das ir gekouffet habt in			
geprufen	unmatched	1		rede war geprufen muge das			
schulden	ambiguous	1	lemma_5332|lemma_5336	Uon rechten schulden leide wir			
heimlichen	ambiguous	1	lemma_2714|lemma_58908	sein diener heimlichen das sie			
weicze	unmatched	1		secke mit weicze vnd das			
czeren	unmatched	1		zu vor czeren Die taten			
Waz	ambiguous	1	lemma_5941|lemma_7343|lemma_7505	sprachen wechsilnde Waz ist nv			
vorretnusse	unmatched	1		keiner hand vorretnusse C Czwelf			
minnest	ambiguous	1	lemma_4133|lemma_4134	vns Der minnest ist bei			
prufe	unmatched	1		Also GENE prufe ich euch			
Ew̆err	unmatched	1		fridsam seit Ew̆err bruder einen			
cziht	unmatched	1		notdurft vnd cziht hin vnd			
Ane	ambiguous	1	lemma_13|lemma_199|lemma_210	alle sprach Ane kinder macht			
vert	ambiguous	1	lemma_15623|lemma_6761|lemma_6763|lemma_6913	icht wider vert in der			
czerten	unmatched	1		vor SIS czerten die spise			
beschow̆et	unmatched	1		eides Ir beschow̆et nicht mein			
vngemache	unmatched	1		Czu meinem vngemache habt ir			
ŏrdenlich	unmatched	1		vragte vns ŏrdenlich noch ein			
gevorschet	unmatched	1		vnd er gevorschet hett Nu			
vorczihenusse	unmatched	1		nicht das vorczihenusse hie czwischen			
stackt	unmatched	1		dem bovme stackt die tropfen			
storar	unmatched	1		dem bovme storar das ous			
terevent	unmatched	1		dem bovme terevent Und ein			
mandelfrucht	unmatched	1		honigs vnd mandelfrucht Und czwiualdiges			
obleichte	unmatched	1		hin wider obleichte do von			
vorweiset	unmatched	1		werd als vorweiset ane kinder			
werffe	unmatched	1		gewalde vnder werffe seinem dienste			
beigurtil	unmatched	1		in vnser beigurtil Und GENE			
dermer	unmatched	1		alle seine dermer vber seinen			
twug	unmatched	1		Und wider twug er sein			
gelegte	unmatched	1		man ouf gelegte Do saczte			
vorworffen	unmatched	1		hebreern vnd vorworffen vnd schande			
wirtschafte	unmatched	1		sie die wirtschafte ł sein			
Fulle	unmatched	1		vnd sprach Fulle ire secke			
vach	ambiguous	1	lemma_6722|lemma_6728	noch vnd vach sie vnd			
bŏzes	unmatched	1		Gar ein bŏzes dinck habt			
endliche	unmatched	1		Und also endliche legten sie			
xljjj	unmatched	1		suchte her xljjj GENE Und			
sakke	unmatched	1		in dem sakke Und gene			
also tvn	unmatched	1		wŏlt ir also tvn Oder wisset			
kvnlichen	unmatched	1		der trat kvnlichen hin czu			
Leset	unmatched	1		er das Leset so stirbet			
min̆ster	unmatched	1		das vnser min̆ster bruder mit			
eigentlich	unmatched	1		der Ich eigentlich bin dein			
trew̆	unmatched	1		ouf mein trew̆ hab genomen			
vngemaches	unmatched	1		ich des vngemaches das do			
XLU	unmatched	1		ein geczeuge XLU SIS nicht			
erschreknus	unmatched	1		vorchten des erschreknus mochten im			
vŏrcht	unmatched	1		in Nicht vŏrcht euch noch			
geackern	unmatched	1		ł weder geackern mag noch			
gesneiden	unmatched	1		mag noch gesneiden Und vorsant			
vorsant	unmatched	1		gesneiden Und vorsant hat mich			
hungeriger	unmatched	1		iar werden hungeriger das du			
terbest	unmatched	1		vor SIS terbest vnd dein			
Botscheftet	unmatched	1		czu euch Botscheftet meinem vater			
hofe	ambiguous	1	lemma_13469|lemma_2886	des kvniges hofe GENE Kumen			
gebute	unmatched	1		das her gebute seinen brudern			
marck	ambiguous	1	lemma_38867|lemma_3990|lemma_3991	esset das marck der erden			
schirste	unmatched	1		ir aller schirste muget Noch			
enlaset	unmatched	1		muget Noch enlaset do nichtesnicht			
reichtume	unmatched	1		wenne aller reichtume des egiptischen			
funflei	unmatched	1		silbereine vnd funflei gewant also			
hovses	unmatched	1		selen des hovses hern die			
czuge	unmatched	1		im entkegen czuge gegen Und			
vmbevink	unmatched	1		hals vnd vmbevink in vnd			
vroli	unmatched	1		sterbe ich vroli Genesis chen			
heit	unmatched	1		kint Genesis heit bis an			
vnwirdigten	unmatched	1		die vor vnwirdigten die hirten			
XLUII	unmatched	1		der schaf XLUII nu gienk			
bruer	unmatched	1		Und seiner bruer funfe die			
hantwerkis	unmatched	1		her Was hantwerkis seit ir			
vornunftige	unmatched	1		weise vnd vornunftige man die			
drisick	unmatched	1		lebens sint drisick vnd hundert			
bŏse	unmatched	1		wenig vnd bŏse Und sint			
vaterˢ	unmatched	1		alles seines vaterˢ hous vnd			
koufern	unmatched	1		do den koufern des lones			
ran	ambiguous	1	lemma_4864|lemma_4923	lones zu ran do quamen			
Brenget	unmatched	1		antworte her Brenget her ewer			
enhabt	unmatched	1		geldes nicht enhabt Do sie			
gebrachten	unmatched	1		sie das gebrachten do gab			
vorwandellunge	unmatched	1		vmb die vorwandellunge des vihes			
enhaben	unmatched	1		ecker nichtesnicht enhaben worumbe sterb			
kvniclichem	unmatched	1		vns in kvniclichem dienste vnd			
ekkir	unmatched	1		alle egiptische ekkir vorkoufende ein			
vorkoufende	unmatched	1		egiptische ekkir vorkoufende ein yeclicher			
hindristen	unmatched	1		den ł hindristen egiptischen enden			
eusrigsten	unmatched	1		zu iren eusrigsten enden An			
gesaczte	unmatched	1		man ouch gesaczte speise ous			
barn	ambiguous	1	lemma_393|lemma_542	offen SIS barn scheunen gab			
eckir	unmatched	1		beseet ewer eckir das ir			
nehenden	unmatched	1		her sach nehenden den tack			
bestate	unmatched	1		erden vnd bestate vnd wurcze			
geheisen	unmatched	1		du hast geheisen Und der			
gebotscheftet	unmatched	1		do wart gebotscheftet herren das			
gesterkket	unmatched	1		her wart gesterkket vnd sas			
gepirst	unmatched	1		die du gepirst noch in			
